"User","Content","Date","URL","Coordinates","Place"
"tantrolo","@UnCafeConPeron @marramone Odio a la gente. Ahora vengo, voy al granero a ahorcarme.","2012-11-28 05:11:07","https://twitter.com/tantrolo/status/273655239117266944",NA,NA
"maikrussa","Ahorcarme es lo que debería. Esta vaina me pasa a mi por ser tan Maik.","2012-11-18 03:14:16","https://twitter.com/maikrussa/status/270001954061701120",NA,NA
"ruchacb","@KarenJensen0 ire a ahorcarme el garage jajaa","2012-11-17 18:15:11","https://twitter.com/ruchacb/status/269866289458204673",NA,NA
"JuanceteRock","Cuando se ponen demasiado melosos me dan ganas de ahorcarme con una media. Siempre me pasa.","2012-11-15 21:45:26","https://twitter.com/JuanceteRock/status/269194422581862400",NA,NA
"AriannaR_","Dios mío, escuché la mitad de la canción esa de Camila - De Qué Me Sirve La Vida y me dieron como ganas de ahorcarme :s","2012-11-15 05:29:36","https://twitter.com/AriannaR_/status/268948846267219968",NA,NA
"Osmary_i","Que tú vecino o vecina ( no se quién rayos era) duré hasta casi las 4de la mañana con rancheras a todo volumen... Para ahorcarme eso :@","2012-11-11 14:31:43","https://twitter.com/Osmary_i/status/267635722058600448",NA,NA
"eunipez_","Yo con ganas de ahorcarme y mi prima colocando música emo.","2012-11-09 17:17:13","https://twitter.com/eunipez_/status/266952596617572352",NA,NA
"Osmary_i","Estoy a punto de ahorcarme porq ni tengo luz y me siento fatal! Y butto colabora con mis ganas de morir! Que chevere....","2012-11-09 03:32:03","https://twitter.com/Osmary_i/status/266744934890086400",NA,NA
"Osmary_i","@MoniAmigaMia yo entre ahorcarme o no? Y buscando motivos para no hacerlo! Muaksssss","2012-11-09 00:40:04","https://twitter.com/Osmary_i/status/266701654345261056",NA,NA
"fixin62","@MarBernades @marijacqui que decepción. Estoy por irme al baño a ahorcarme, pero de un pié que si no te ahogas","2012-10-31 20:58:18","https://twitter.com/fixin62/status/263746742900633601",NA,NA
"fixin62","@Kat_Rumply ¿Bisbal? Con ese prefiero ahorcarme, aunque de un pié, que si no te ahogas jajajaja. El Busti al menos canta bien","2012-10-29 23:07:06","https://twitter.com/fixin62/status/263054382193590272",NA,NA
"nikoarrieta","DIOS MIO ESTUVE SIN INTERNET POR TANTO TIEMPO... Intenta ahorcarme con la cortina del baño, pero el tubo me cayó en la cabeza...","2012-10-24 07:04:57","https://twitter.com/nikoarrieta/status/261000310699462656",NA,NA
"comoelchocolate","No funciona el auricular derecho de mis auriculares. Lo bueno es que puedo usarlos para ahorcarme. Siendo optimista, no todo está perdido.","2012-10-23 10:11:19","https://twitter.com/comoelchocolate/status/260684822857519104",NA,NA
"La_Maritrini","@DekkaR Claaaaaaaro. Si, si... Como diría un amigo, risas como para ahorcarme con un clip!!!","2012-10-20 18:02:41","https://twitter.com/La_Maritrini/status/259716280263794688",NA,NA
"ElidesterPro69","¿¡YO! Enamorarme? JAJAJAJAJAJAJAJA Chish! Yo prefiero Ahorcarme.. Uuuy :3 que Hermos@","2012-10-20 03:44:42","https://twitter.com/ElidesterPro69/status/259500362636087296",NA,NA
"fixin62","@AinaDiazV Menos mal que acabo de ver El Club de la Comedia, xk con estas noticias me dan ganas de ahorcarme de un pié (por no asfixiarme)","2012-10-12 23:30:09","https://twitter.com/fixin62/status/256899589150478336",NA,NA
"boticariagarcia","@MrsPrimark @sinprisaa @princesachicle @missggvancouver @itraspa no sé en qué árbol ahorcarme!","2012-10-08 20:15:57","https://twitter.com/boticariagarcia/status/255401163875315712",NA,NA
"__Renzel","Somos dos hermano. RT @PITO_HOSTIA: Uno de estos dias de bellaquera extrema y no aparece nada optare por ahorcarme con el bicho.","2012-10-06 02:11:07","https://twitter.com/__Renzel/status/254403382901604352",NA,NA
"Smoking_Fire","@Fuckingcigarett :3 Yo sí que te quiero so cosa chica.Ayer me faltó ahorcarme wn mi casa,no queria ni salir sin mi cace D_:","2012-09-30 22:30:51","https://twitter.com/Smoking_Fire/status/252536009781288960",NA,NA
"beii_triiz","@AlbaCMO qué tal ha estado el seminario? muy bien no? jajaja yo quería ahorcarme O.o' ... gato te manda besitos :)","2012-09-21 16:03:04","https://twitter.com/beii_triiz/status/249176932132982784",NA,NA
"Patricialimones","Y ahora a ahorcarme #seacabó jajajajajajaj DEP","2012-09-19 20:30:50","https://twitter.com/Patricialimones/status/248519542719000576",NA,NA
"AriannaR_","@Alberlis me dan ganas como de ahorcarme jajaja :(","2012-09-15 04:41:36","https://twitter.com/AriannaR_/status/246831106849124352",NA,NA
"ChirlyGalvan","ese viajesito a cartagena me dejo muerta? y con ganas de ahorcarme xD... TwT buu no pude ir al Cafe Maid","2012-09-08 21:23:27","https://twitter.com/ChirlyGalvan/status/244546515186642944",NA,NA
"beii_triiz","@Anita_schz a mi 5 y quiero ahorcarme T_T","2012-09-06 12:03:14","https://twitter.com/beii_triiz/status/243680757757911041",NA,NA
"AriannaR_","Miku en el comercial de rolda me dan ganas de ahorcarme :(","2012-09-02 02:26:38","https://twitter.com/AriannaR_/status/242086097516126208",NA,NA
"gabuleta","No sé si comprarme una cinta para caminar o para ahorcarme.","2012-08-27 18:48:48","https://twitter.com/gabuleta/status/240158944578912256",NA,NA
"gr0ns","Me tenéis hasta los cojones, no se si ahorcarme o llamarnekelwqñrf COÑO QUE TODAVÍA ME QUEDA MONSTER","2012-08-26 04:33:31","https://twitter.com/gr0ns/status/239581317539459072",NA,NA
"palomamb11","Pasame un Espagueti cocinado para ahorcarme.....","2012-08-25 23:45:13","https://twitter.com/palomamb11/status/239508762375888898",NA,NA
"AlvaroGAlarcon","Llegar a mi casa, abrir el tuenti y ver como estoy etiquetado en 30 fotos en las que salgo para AHORCARME. Desetiquetar on.","2012-08-20 18:38:17","https://twitter.com/AlvaroGAlarcon/status/237619582444109824",NA,NA
"AlvaroGAlarcon","Llevar toda una mañana haciendo una maleta para que vaya a cogerla y no salga el chisme para llevarla a ruedas. Voy a ahorcarme un rato.","2012-08-17 13:33:57","https://twitter.com/AlvaroGAlarcon/status/236455827614081025",NA,NA
"Bellaca_RM","@Adrisoufi @silviavb13 jajaja suena como si yo fuese salvadora de la patria, a buen sitio venís, yo q estoy a punto de ahorcarme -.-","2012-08-14 12:57:26","https://twitter.com/Bellaca_RM/status/235359474284654592",NA,NA
"bonvoyeurs","Ahorcarme con mis audífonos si","2012-08-08 19:02:35","https://twitter.com/bonvoyeurs/status/233277041687007233",NA,NA
"AlvaroGAlarcon","@laurang91 @SilviaNG93 voy a ahorcarme un rato después de este chiste.","2012-08-07 14:24:12","https://twitter.com/AlvaroGAlarcon/status/232844595061473280",NA,NA
"hernandezmariap","Ocho, quiero ahorcarme muchas veces... RT @eliangsandrea: DOOOS POR FAVOORR RT @karencanop: UN MECAAATEEEE!!!!","2012-08-05 05:21:59","https://twitter.com/hernandezmariap/status/231983365430067200",NA,NA
"ElidesterPro69","Ay Si! Que Miedo me dan Ganas de Ahorcarme con mi Cinta un Keds solo por eso","2012-08-03 05:27:57","https://twitter.com/ElidesterPro69/status/231260093788856320",NA,NA
"ElidesterPro69","Sin ti no existo, no me siento en este planeta, me dan ganas de ahorcarme (8) Aló Twitter Te Amo!! *lo pijea la novia*","2012-08-01 04:30:57","https://twitter.com/ElidesterPro69/status/230520971218546688",NA,NA
"gr0ns","Cuando termine de escribir mi jodido blog tengo las siguientes opciones: ahorcarme, vomitar, drogarme, acostarme, y labrar.","2012-08-01 00:36:11","https://twitter.com/gr0ns/status/230461890738941952",NA,NA
"AlvaroGAlarcon","Recoger a mi prima de Barcelona del aeropuerto, que se monte en el coche y empiece a hablar por teléfono en catalán. Voy a ahorcarme.","2012-07-25 11:00:42","https://twitter.com/AlvaroGAlarcon/status/228082341061488640",NA,NA
"AlvaroGAlarcon","Después de haber escrito \"labios\" con v... Voy a ahorcarme un rato.","2012-07-23 22:38:38","https://twitter.com/AlvaroGAlarcon/status/227533208194007040",NA,NA
"ElidesterPro69","Aburrido Domingo, Aburrido BBM, Calor Cerote que mas quiero ahorcarme - -'","2012-07-22 19:29:15","https://twitter.com/ElidesterPro69/status/227123158770122752",NA,NA
"hernandezmariap","Shi RT @hberthjesus: NO:( RT hernandezmariap Tengo muchas, pero muchas ganas de ahorcarme.","2012-07-21 03:36:49","https://twitter.com/hernandezmariap/status/226521084575510528",NA,NA
"Sin_Vision","Y ya me dijeron que hoy no me daran almuerzo T.T *buscando un cuji donde ahorcarme*","2012-07-18 16:25:51","https://twitter.com/Sin_Vision/status/225627454654521345",NA,NA
"CesarHinestroza","#SiYoFueraTripito  ya estaria buscando los mecates para ahorcarme.","2012-07-12 18:31:51","https://twitter.com/CesarHinestroza/status/223484835400908800",NA,NA
"gr0ns","@andreavGil yo estoy por ver la vida de Justin Bieber o ahorcarme.","2012-07-12 02:34:39","https://twitter.com/gr0ns/status/223243947475087361",NA,NA
"olenenaquedices","Menos mal que lo he recuperao...sino con ahorcarme tengo bastante!","2012-07-11 00:46:03","https://twitter.com/olenenaquedices/status/222854231449812993",NA,NA
"olenenaquedices","@antoniokurica calla calla...que se me ha borrao el wasap y estoy pa ahorcarme!lo he actualizao y he tenio q descargarmelo otra vez y to!","2012-07-11 00:37:25","https://twitter.com/olenenaquedices/status/222852055440703488",NA,NA
"ElidesterPro69","@Laa_Coqeetha ejeje Gracias Ojala jajaj ya me dan ganas de ahorcarme jajajaa *lo hace* *con un tuvo de bicicleta*","2012-07-10 16:42:22","https://twitter.com/ElidesterPro69/status/222732507328692226",NA,NA
"ElidesterPro69","@CasacasChapinas #CuandoEstoyAburrido Me dan ganas de ahorcarme con un hilo dental *jaja*","2012-07-09 23:41:31","https://twitter.com/ElidesterPro69/status/222475599594262530",NA,NA
"CesarHinestroza","El facebook pelabola, el twitter pelabola, la calle pelabola, creo que me va a tocar ahorcarme :c","2012-07-05 19:26:49","https://twitter.com/CesarHinestroza/status/220961952355196928",NA,NA
"Sin_Vision","no es por nada pero, no se donde vivir *buscando donde ahorcarme*","2012-07-02 18:27:31","https://twitter.com/Sin_Vision/status/219859867148632064",NA,NA
"JuanceteRock","Creo que están haciendo pastas. Si son esos fideos verdes espantosos los voy a usar para ahorcarme.","2012-07-01 16:32:55","https://twitter.com/JuanceteRock/status/219468637147373568",NA,NA
"exblonda","Que recomiendan? 1)pegarme un tiro 2)morir lentamente mañana domingo 3)ahorcarme con una media. Esta difícil","2012-07-01 02:01:42","https://twitter.com/exblonda/status/219249388227264513",NA,NA
"CesarHinestroza","Ahora mi teclado anda mariscon, como que si me va a tocar ahorcarme.","2012-06-30 23:48:07","https://twitter.com/CesarHinestroza/status/219215772264828929",NA,NA
"eunipez_","Y este es el momento en el que deseo ahorcarme, pegarme tiro, tirarme de un puente, etc, etc, etc.","2012-06-30 06:46:14","https://twitter.com/eunipez_/status/218958607268593665",NA,NA
"CesarHinestroza","@Aliriopirela_ Ya yo estoy preparando la cadena para ahorcarme.","2012-06-29 18:24:43","https://twitter.com/CesarHinestroza/status/218771998262837249",NA,NA
"AlvaroGAlarcon","Conductor a punto de chocarse conmigo, acelero y m pongo en paralelo a él en plan choni para putearlo y es una abuelita.Ffuu Voy a ahorcarme","2012-06-28 09:26:54","https://twitter.com/AlvaroGAlarcon/status/218274262681796608",NA,NA
"beii_triiz","@pathwannabepunk jajajajaja yo tb voy a ahorcarme .. La noche va a ser larga!","2012-06-27 18:10:55","https://twitter.com/beii_triiz/status/218043750939770880",NA,NA
"ruchacb","@MilyWP Creo que ire a ahorcarme al granero","2012-06-25 01:07:57","https://twitter.com/ruchacb/status/217061535112110080",NA,NA
"gr0ns","No se si ahorcarme o llamar a las estrellas y que destruyan el planeta.","2012-06-22 18:12:02","https://twitter.com/gr0ns/status/216232090927251456",NA,NA
"Sin_Vision","La unica q me quiere &lt;3 RT @Andrecolinita Menos yo :c RT @Sin_Vision Como que todo el mundo quiere verme ahorcarme u.u yo tambien los quiero","2012-06-20 15:08:29","https://twitter.com/Sin_Vision/status/215461124441780224",NA,NA
"Sin_Vision","Como que todo el mundo quiere verme ahorcarme u.u yo tambien los quiero :')","2012-06-20 15:05:22","https://twitter.com/Sin_Vision/status/215460340421505024",NA,NA
"ruchacb","http://t.co/ug7i2JIa No sé si ponerme a llorar o ir a ahorcarme al granero...","2012-06-20 00:05:54","https://twitter.com/ruchacb/status/215233979161395200",NA,NA
"supermarylicius","Lo único que falta es una mano a mano de Arjona y Maná para ahorcarme con las pantaletas","2012-06-13 22:50:07","https://twitter.com/supermarylicius/status/213040583512571905",NA,NA
"gr0ns","Ala me voy a fumar y ahorcarme.","2012-06-13 16:57:33","https://twitter.com/gr0ns/status/212951855003742210",NA,NA
"AlvaroGAlarcon","Madre mía, me están sangrando los ojos al ver mi propio tuit donde pongo \"placer\" con tilde en la \"a\" y dos veces! . Voy a ahorcarme. Adios.","2012-06-11 10:39:31","https://twitter.com/AlvaroGAlarcon/status/212131944631238656",NA,NA
"ruchacb","Quiero morir cuando pienso que mañana tengo dos pruebas. Ire a ahorcarme al granero...","2012-06-07 02:12:27","https://twitter.com/ruchacb/status/210554784749584385",NA,NA
"JuanceteRock","La verdad que cuando reflexiono a fondo sobre nuestra idiosincrasia me dan ganas de ahorcarme, por eso trato de no hacerlo mucho. Lo siento.","2012-06-06 02:51:16","https://twitter.com/JuanceteRock/status/210202167460634624",NA,NA
"olenenaquedices","hoy estoy pa ahorcarme macho...por lo que sea!","2012-06-03 18:34:42","https://twitter.com/olenenaquedices/status/209352427328110593",NA,NA
"Sin_Vision","Que desgracia, casi dos horas copiand el trabajo a la PC y se me fue la luz y no lo guarde. *buscando donde ahorcarme*","2012-06-02 18:50:47","https://twitter.com/Sin_Vision/status/208994084898095104",NA,NA
"Sin_Vision","Si me queda matematica de nuevo buscare un arbol donde ahorcarme..! O un lugar donde vivir..!","2012-05-31 21:55:09","https://twitter.com/Sin_Vision/status/208315706863915008",NA,NA
"mariaelevada","A punto de ahorcarme sin Twitter en mi celular!","2012-05-30 18:25:41","https://twitter.com/mariaelevada/status/207900606726291458",NA,NA
"olenenaquedices","Sabia yo que me levantaba pa ahorcarme...","2012-05-25 06:40:38","https://twitter.com/olenenaquedices/status/205911233851949056",NA,NA
"boticariagarcia","Las que no me mandáis vuestros datos... ¿Es porque no leéis mi blog o porque pasáis de mí?No sé en qué vm árbol ahorcarme #acabaréisconlaCM","2012-05-24 20:03:13","https://twitter.com/boticariagarcia/status/205750823794376706",NA,NA
"sondelamarimba","Que lindo escuchar City and Colour con este dia, sola en mi camCREO QUE IRE A AHORCARME AL GRANERO","2012-05-23 01:18:37","https://twitter.com/sondelamarimba/status/205105422103879681",NA,NA
"sondelamarimba","Entre la publicidad de Hinds, Clight y ahora la de Topline se concretaron mis ganas de ir a ahorcarme al granero.","2012-05-19 19:38:54","https://twitter.com/sondelamarimba/status/203932762334445568",NA,NA
"AriannaR_","Siento que quiero ahorcarme, ya no sé qué hacer, no hay nada en la tv, ya comí, ya me jarté de refresco, tengo frío t.t","2012-05-19 08:34:00","https://twitter.com/AriannaR_/status/203765436624535552",NA,NA
"Pucho__Romero","Lo peor es que el examen lo tengo a primera hora, 8:15 de la mañana, ahorcarme.","2012-05-16 22:46:46","https://twitter.com/Pucho__Romero/status/202892878593269760",NA,NA
"gr0ns","@YouPorn ahorcarme.","2012-05-16 18:30:57","https://twitter.com/gr0ns/status/202828499243905024",NA,NA
"ruchacb","Naaaaa si se revela lo del ask creo que optare por ir a ahorcarme al granero....","2012-05-11 01:48:55","https://twitter.com/ruchacb/status/200764391002619904",NA,NA
"sondelamarimba","#AVecesSoloQuiero ir a ahorcarme al granero.","2012-05-07 18:24:31","https://twitter.com/sondelamarimba/status/199565390001610753",NA,NA
"Omixo_rocks","Hoy he escuchado a mi hermana cantando la canción Boyfriend del Bieber y he pensado en dejarme las venas largas para ahorcarme con ellas.","2012-05-06 21:46:45","https://twitter.com/Omixo_rocks/status/199253898236657664",NA,NA
"gr0ns","No se si ahorcarme, o llamar a las estrellas y que destruyan el planeta.","2012-05-06 13:37:43","https://twitter.com/gr0ns/status/199130827521671168",NA,NA
"Pucho__Romero","Las mejores frases me salen cuando no me pongo a escribir, ahorcarme.","2012-05-04 13:28:16","https://twitter.com/Pucho__Romero/status/198403673905311744",NA,NA
"hernandezmariap","¿Y si les digo que quiero ahorcarme?","2012-05-01 03:50:22","https://twitter.com/hernandezmariap/status/197171077032583169",NA,NA
"SelofiliusBlack","que Lana del rey no es que sea mala, pero eso; a la tercera canción arrastrando todas las palabras me dan ganas de ahorcarme","2012-04-30 23:49:57","https://twitter.com/SelofiliusBlack/status/197110571399790592",NA,NA
"AriannaR_","Cada vez que tengo ganas de estornudar pero no lo hago, me provoca ahorcarme con la trenza de los zapatos.","2012-04-23 18:25:20","https://twitter.com/AriannaR_/status/194492164955308032",NA,NA
"MedBrad_","Voy a ahogarme en la ducha, a ahorcarme con la alcachofa, o a intoxicarme con el champú antigrasa... ¡¡¡QUE SÓLO ESTOY!!!","2012-04-16 19:53:38","https://twitter.com/MedBrad_/status/191977673977892865","Coordinates(longitude=-1.2255505, latitude=37.5338887)","Place(id='d151b58850d4cd1e', fullName='Cartagena, Spain', name='Cartagena', type='city', country='Spain', countryCode='ES')"
"Pucho__Romero","Eh me voy al partido amistoso de hoy, ahorcarme.","2012-04-14 10:05:48","https://twitter.com/Pucho__Romero/status/191104964452548609",NA,NA
"SelofiliusBlack","Estoy entre arrancarme la garganta o abrirme la tripa y ahorcarme con los intestinos. Ahí ahí","2012-04-13 23:01:39","https://twitter.com/SelofiliusBlack/status/190937824885878784",NA,NA
"SelofiliusBlack","Que ganas de rajarme la tripa y ahorcarme con los intestinos","2012-04-13 22:28:59","https://twitter.com/SelofiliusBlack/status/190929605715169281",NA,NA
"SelofiliusBlack","El anuncio de Katy Perry en Spotify me dan ganas de arrancarme los intestinos y ahorcarme con ellos","2012-04-12 15:14:20","https://twitter.com/SelofiliusBlack/status/190457834532634625",NA,NA
"Pucho__Romero","El dia que haga un videoclip contando algo que nunca ocurrira ahorcarme.","2012-04-09 14:36:16","https://twitter.com/Pucho__Romero/status/189361090369556481",NA,NA
"RAHC_27","¿que quieres que haga? ¿te jalo bola?  prefiero ahorcarme.","2012-04-08 00:11:25","https://twitter.com/RAHC_27/status/188781056688787456",NA,NA
"gr0ns","@NaruInu ah pues yo pensaba en ahorcarme.","2012-04-06 15:14:30","https://twitter.com/gr0ns/status/188283546039877632",NA,NA
"sondelamarimba","Cuál es tu superpoder? — Decir boludeces hasta enroscarme con la lengua y ahorcarme..... http://t.co/YZ2zOZSS","2012-04-04 09:28:36","https://twitter.com/sondelamarimba/status/187471724722397185",NA,NA
"UnTalBrian","@SharonMCorrales No me digas eso porque ahi si Voy comprando una Cuerda para ahorcarme","2012-04-01 19:19:01","https://twitter.com/UnTalBrian/status/186533141853380608",NA,NA
"Pucho__Romero","El dia que me parezca a ellos ahorcarme.","2012-03-30 19:04:52","https://twitter.com/Pucho__Romero/status/185804806730944512",NA,NA
"tantrolo","Ahora vengo, voy al granero a ahorcarme.","2012-03-29 03:42:29","https://twitter.com/tantrolo/status/185210290806329345",NA,NA
"sondelamarimba","BANQUEN existe gente que no le gusta coger mucho? Creo que ire a ahorcarme al granero..","2012-03-27 01:21:59","https://twitter.com/sondelamarimba/status/184450159017598977",NA,NA
"nikoarrieta","Podría meterme un montón de café y jugar WoW durante 12 horas seguidas, o podría ahorcarme en el tubo de la cortina con una bufanda...","2012-03-26 07:57:47","https://twitter.com/nikoarrieta/status/184187375759536128",NA,NA
"mariaelevada","De fondo suena ese vallenato que dice \"si me quieres al ciento yo te quiero al doscientos\"... Sin pensarlo voy por una cuerda a ahorcarme.","2012-03-24 03:39:56","https://twitter.com/mariaelevada/status/183397710785822721",NA,NA
"gr0ns","@Encarna25 yo ahora tengo un examen de fol de nosequé y quiero ahorcarme.","2012-03-12 11:03:43","https://twitter.com/gr0ns/status/179160741021097984",NA,NA
"UnTalBrian","Dios estoy a punto de ahorcarme. Y no puedo ni dormir :S","2012-03-11 20:56:00","https://twitter.com/UnTalBrian/status/178947403779538944",NA,NA
"SelofiliusBlack","Ahora es cuando quiero ahorcarme.","2012-03-07 01:14:09","https://twitter.com/SelofiliusBlack/status/177200430894428161",NA,NA
"sondelamarimba","No salgo, no tengo novio, no tengo garche, no tengo macho, estoy gorda.. creo que ire a ahorcarme al granero.","2012-03-04 03:08:29","https://twitter.com/sondelamarimba/status/176142038952181760",NA,NA
"sondelamarimba","Btw, me fui a ahorcarme al granero..","2012-03-02 01:28:24","https://twitter.com/sondelamarimba/status/175392077885079553",NA,NA
"Omixo_rocks","Ya no sé si cortarme las venas, o dejarmelas largas para ahorcarme con ellas.","2012-02-23 01:41:04","https://twitter.com/Omixo_rocks/status/172496161712779264",NA,NA
"MedBrad_","Hace un día precioso para ahorcarme","2012-02-15 11:44:02","https://twitter.com/MedBrad_/status/169748799798001665","Coordinates(longitude=-1.2255505, latitude=37.5338887)","Place(id='d151b58850d4cd1e', fullName='Cartagena, Spain', name='Cartagena', type='city', country='Spain', countryCode='ES')"
"Mariogiraldor","Ya vengo voy a buscar la cabulla pa ahorcarme no aguanto jajajajajajajjaja","2012-02-11 20:28:10","https://twitter.com/Mariogiraldor/status/168431150631620608",NA,NA
"UnaMujerDe51","Tengo un examen dentro de ocho días y estoy pensando si cortarme las venas o ahorcarme. Qué dolerá menos?","2012-02-05 17:44:39","https://twitter.com/UnaMujerDe51/status/166215674836942848",NA,NA
"boticariagarcia","@hombreamadecasa @parrachomanatas El gremlin sera bulimico o bien habra q ingresarlo por broncoaspiracion. No se en q arbol ahorcarme!","2012-01-25 16:33:32","https://twitter.com/boticariagarcia/status/162211509261451264",NA,NA
"Sin_Vision","yo soy loco me quede dormido con los audífonos puestos esperando ahorcarme.","2012-01-21 18:59:20","https://twitter.com/Sin_Vision/status/160798652783271936",NA,NA
"nikoarrieta","Otro chiste sobre la SOPA y voy a considerar ahorcarme con una bufanda.","2012-01-20 00:20:56","https://twitter.com/nikoarrieta/status/160154807649312768",NA,NA
"SelofiliusBlack","Mira que a Enero le tengo asco, pero es que en Febrero me dan ganas de ahorcarme","2012-01-16 09:41:18","https://twitter.com/SelofiliusBlack/status/158846279152189440",NA,NA
"sondelamarimba","Creo que ire a ahorcarme al granero..","2012-01-12 19:02:21","https://twitter.com/sondelamarimba/status/157537918192324608",NA,NA
"tantrolo","Que sueño poronga, estoy re en crisis. Voy al granero a ahorcarme y ahora vengo.","2012-01-12 19:00:24","https://twitter.com/tantrolo/status/157537428272451584",NA,NA
"UnTalBrian","Njda donde venderán un cañamo fuerte para ahorcarme.. :@","2012-01-10 16:44:35","https://twitter.com/UnTalBrian/status/156778472327479296",NA,NA
"Mariogiraldor","Sali a ahorcarme ya regreso","2012-01-09 21:46:56","https://twitter.com/Mariogiraldor/status/156492175260131328",NA,NA
"Mariogiraldor","\"@PochiDR: DEBEMOS HACER ALGO ANTES DE AHORCARME.... @MarioSituation\"ven a la casa tengo plan","2012-01-02 21:23:26","https://twitter.com/Mariogiraldor/status/153949545754132480",NA,NA
"SelofiliusBlack","Me dan ganas de ahorcarme con el cable del raton","2011-12-21 18:07:55","https://twitter.com/SelofiliusBlack/status/149551686636146690",NA,NA
"sondelamarimba","Creo que ire a ahorcarme al granero.","2011-12-09 02:31:52","https://twitter.com/sondelamarimba/status/144967470292287488",NA,NA
"SelofiliusBlack","Cuando os ponéis moja-bragas de Glee me dan ganas de ahorcarme","2011-12-07 12:52:30","https://twitter.com/SelofiliusBlack/status/144398878563778560",NA,NA
"Mariogiraldor","Mk las canciones mas crueles del mundo son las q se escuchan en navidad me dan ganas de ahorcarme","2011-12-01 19:28:13","https://twitter.com/Mariogiraldor/status/142324138814619648",NA,NA
"travieza_J442","anoche me aventó contra la pared y comenzó a ahorcarme. Parecía una pesadilla, pero de las pesadillas despiertas y sabes que no es real","2011-11-25 21:53:37","https://twitter.com/travieza_J442/status/140186401407901696",NA,NA
"ruchacb","Y para completar mi lindo estado de animo, ire a ahorcarme al granero.","2011-11-21 01:01:57","https://twitter.com/ruchacb/status/138421856565870592",NA,NA
"MedBrad_","Qué pereza tengo en el alma... voy a ducharme o a ahorcarme con la alcachofa de la ducha","2011-11-15 20:32:28","https://twitter.com/MedBrad_/status/136542101683965952","Coordinates(longitude=-1.2255505, latitude=37.5338887)","Place(id='d151b58850d4cd1e', fullName='Cartagena, Spain', name='Cartagena', type='city', country='Spain', countryCode='ES')"
"HoracioTraveler","10 min después de las 9pm aun trabajando y sin #ahorcarme.","2011-11-05 02:10:21","https://twitter.com/HoracioTraveler/status/132640868128653312",NA,NA
"HoracioTraveler","Trinando para olvidar que estoy trabajando y a punto de #ahorcarme","2011-11-05 02:02:35","https://twitter.com/HoracioTraveler/status/132638910231744513",NA,NA
"HoracioTraveler","A 10 pá las 9pm y yo trabajando; ya vengo voy a #ahorcarme","2011-11-05 01:51:36","https://twitter.com/HoracioTraveler/status/132636146579681281",NA,NA
"JuanceteRock","A veces no sé si ahorcarme con los auriculares o prenderme fuego con el encendedor, pero nada fuera de lo normal y cotidiano.","2011-09-20 03:18:21","https://twitter.com/JuanceteRock/status/115988137125216256",NA,NA
"sondelamarimba","Creo que ire a ahorcarme al granero.","2011-09-14 02:55:55","https://twitter.com/sondelamarimba/status/113808164033540098",NA,NA
"UnaMujerDe51","No sé si tirarme por el quinto centenario, ahorcarme en el patio, tomarme todos los ansiolíticos... Qué dolerá menos?","2011-09-01 19:35:26","https://twitter.com/UnaMujerDe51/status/109348657429618688",NA,NA
"UnaMujerDe51","@pepinmen Ahorcarme...","2011-08-09 11:40:40","https://twitter.com/UnaMujerDe51/status/100894259858780161",NA,NA
"Osmary_i","Decidido....me fui a ahorcarme........feliz tarde #twitpause","2011-07-24 19:26:07","https://twitter.com/Osmary_i/status/95213187313573888",NA,NA
"gr0ns","@Tuliumi mira pena ya mierda voy a ahorcarme ahora mismo.","2011-07-13 14:51:16","https://twitter.com/gr0ns/status/91157754219216896",NA,NA
"olenenaquedices","@aniiTaaa7 q hija de putaaaaaaa!!dejame estudiaar tranquilaaa!!malditaa seaa!!jajaja q ahora solo me da ganas de ahorcarme macho...jajaja","2011-06-21 12:35:00","https://twitter.com/olenenaquedices/status/83150927372091392",NA,NA
"beii_triiz","voy a ahorcarme con un calcetín!","2011-06-17 23:18:24","https://twitter.com/beii_triiz/status/81863290648666113",NA,NA
"beii_triiz","@seergioaxeman me tienes que dar el calcetín. need ahorcarme","2011-06-15 15:18:02","https://twitter.com/beii_triiz/status/81017627778093056",NA,NA
"olenenaquedices","jajajaja jodeer @asunif y @cubanituvieja si lo llego a saber no digo q tengo ganas de ahorcarme...jajaja q sois capaces de hacerme ahorcarme","2011-06-12 10:46:03","https://twitter.com/olenenaquedices/status/79862017183330304",NA,NA
"travieza_J442","No es nuestro aniversario o ningún otro día especial; anoche me lanzó contra la pared y comenzó a ahorcarme. Parecía una pesadilla,","2011-06-06 22:43:48","https://twitter.com/travieza_J442/status/77868316668067840",NA,NA
"dhanna","Pitbull \"EL REY MIDAS MUSICAL\", permiso.. voy a ahorcarme con papel higienico y a rezar tres padres nuestros por el perdón de mi alma.","2011-06-06 20:51:36","https://twitter.com/dhanna/status/77840084124188672",NA,NA
"olenenaquedices","pa ahorcarme...","2011-06-05 10:38:36","https://twitter.com/olenenaquedices/status/77323427781943296",NA,NA
"mjrubiosa_","después de ver la actuación de la mujer de buenafuente sólo deseo quitarme twitter y ahorcarme posteriormente #elhormiguero","2011-05-30 20:06:35","https://twitter.com/mjrubiosa_/status/75292037573902337",NA,NA
"HoracioTraveler","Revisando facturas una razón más para #ahorcarme","2011-05-15 00:50:51","https://twitter.com/HoracioTraveler/status/69565369156763648",NA,NA
